alpha,Номер,P1,P2,P3
0.1,73,-0.051510657411274446,0.45301176421539635,-7.9553471475773065
0.1,74,3.399141516680509,5.840790313220008,2.7607725042901476
0.1,75,2.9914550773828585,5.007293735525427,1.9980685793243542
0.1,76,2.850124566896901,4.823724480192737,1.6754802038667014
0.1,77,2.9889692439051405,5.551841321351728,2.0137351999261774
0.1,78,0.350612986612335,1.5148475921667333,-4.408097753666113
0.1,79,1.3700976895234238,3.083170680958031,-0.7337710229930834
0.1,80,0.5365609091724836,1.8959953261356346,-3.5294482336006383
0.1,81,3.475845235645028,6.14032858529252,3.1237428896012363
0.1,82,2.318169452746983,4.464676829532792,1.0876263051951953
0.1,83,1.5022826083226481,3.06102905548137,-1.6429920501840636
0.1,84,0.46160349274276213,1.133548154050311,-4.372305608935957
0.1,85,1.173170543781145,3.0739854948755965,-1.3566213709144972
0.1,86,1.2559653681081326,2.5442721341462207,-1.4521012421491806
0.1,87,2.9514336054096604,5.168557598372224,1.5832913287837451
0.1,88,2.5888496289671137,4.608206612659738,0.7898085346420369
0.1,89,3.6248931129254953,6.268230561415428,3.7959582934555516
0.1,90,2.1209781269643893,3.4589623236782048,0.1595843833100823
0.1,91,0.4579448778679973,1.6451698059925342,-3.722245046501136
0.1,92,2.7607997230864574,4.806755376048934,1.8261832114367618
0.1,93,2.883870128949067,5.1295185452701615,1.5003822605840194
0.1,94,2.1607082592141347,4.12913520478554,0.28723917428052625
0.1,95,3.080043546477019,5.532991582842071,2.2167897463117585
0.1,96,2.182400078573234,3.9217045158888633,-0.31956330678290906
0.1,97,2.031162712961151,3.6691145436433943,-0.10991103600682592
0.1,98,1.736004880258221,3.293882464199903,-0.7482479793245165
0.1,99,0.09978015428268543,0.7589257411057939,-5.770869866889699
0.1,100,0.5687895432388962,1.633732589172436,-3.769658356735068
0.1,101,0.4175017660073629,1.3654286158424631,-6.252045266632033
0.1,102,2.484342199265139,4.699443776234906,0.4104308458675263
0.1,103,1.2009083255273234,2.5813901895925397,-1.6326812573954446
0.1,104,2.154852077349432,3.59457402673369,0.2017615448178986
0.1,105,3.7090039427231454,6.801106350209513,3.153500807707929
0.1,106,1.2104083109211303,2.588062773692382,-2.1800751110302365
0.1,107,1.7089579111395898,3.0961532263465843,-0.8375545605819503
0.1,108,2.980717077105472,5.235942024255563,2.492690540153022
0.1,109,0.9833956070661614,2.3410587689519016,-2.343938472392614
0.1,110,0.4359417014553807,1.5837276681135966,-4.1621527839281
0.1,111,1.25374693329099,2.8266743236322314,-1.6199557554993975
0.1,112,0.7034601086985587,2.100565530525533,-3.6075226865529406
0.1,113,3.841959593204704,7.147849062625394,4.6510909732349885
0.1,114,3.3675001430388782,5.5664935483585545,2.677590997594456
0.1,115,2.6932129991493694,4.341579767934391,1.1751263092292379
0.1,116,3.5607489263960415,6.197903718540044,4.577839003130899
0.1,117,3.19539117386498,5.496158674492923,1.939198800349264
0.1,118,0.7632212728153596,2.5496870421975264,-2.154411584583739
0.1,119,3.7095516492785703,6.6773842248426085,3.634523344968052
0.1,120,2.063037361751585,3.80402716330661,0.3825289698439972
0.1,121,3.27233134748041,5.721564333211929,2.5918517136165597
0.1,122,3.538946345857987,6.5523945919140285,3.651498307438285
0.1,123,1.2753330661393005,3.0792408914382476,-1.590817126370451
0.1,124,0.5878306035151675,1.8822673243426156,-3.5799034535264025
0.1,125,0.9338068698404023,2.4102708027763757,-2.692144536613116
0.1,126,1.7137931852206632,3.4233025965429955,-0.32605332548534943
0.1,127,3.115036401879188,5.367150193331405,2.5986179252582233
0.1,128,3.5290922724712805,5.913107092540667,2.911801904877883
0.1,129,0.10234261527265182,0.5008155110000106,-7.514185832507548
0.1,130,2.2927803496754904,3.752120427949607,0.45797302057665457
0.1,131,1.6341048432349514,3.6363189850390105,-0.7861642218869269
0.1,132,0.9137365420168749,2.8502325361194893,-2.18774567013682
0.1,133,0.5082578167191122,1.9955378426267913,-3.746267139123808
0.1,134,1.5326093007556119,3.0325170715583614,-1.0295651126007832
0.1,135,3.7606350353948415,7.193493093153177,4.944686768797979
0.1,136,1.325030358685662,2.7593716361528946,-0.8217000987679473
0.1,137,2.14535632967832,3.6048341606581875,0.088686415466004
0.1,138,2.833623601078224,4.657755338711991,1.7999063094608607
0.1,139,1.402968696009967,3.0148572689058573,-1.0169008567757043
0.1,140,3.9095399128132127,8.499173312803611,6.1117262308691975
0.1,141,3.9737614957268588,7.782386634493535,5.123810527446419
0.1,142,0.8885974064130077,2.6931775123422517,-1.7831733815920472
0.1,143,2.004348039002093,3.444413447213382,-0.07910027165903374
0.1,144,1.1226702510730002,2.8155187499761443,-1.5848846680351691
0.1,145,1.277354076090653,3.109974015214214,-1.6780384109809683
0.1,146,-0.028334684482473865,1.0511466926615256,-5.288367174302462
0.1,147,2.3737186001239445,3.7208748689874773,0.7996824445059336
0.1,148,2.0542727684374507,3.627643836936322,0.08456005249023997
0.1,149,0.3866861489402122,1.6000397363642351,-4.4186096464164
0.1,150,1.1069936707604902,3.058670429852509,-1.4649665677803696
0.1,151,3.5689546246285606,6.572543935907365,4.251202081061386
0.1,152,1.175464870753788,2.5859331468576054,-2.2597995122008037
0.1,153,0.4123772453257647,1.918092100003302,-3.4425211710891275
0.1,154,1.7039147989201806,3.6008254123313774,0.20726689762185765
0.1,155,3.9934103086795263,10.077355570104714,6.825600050026004
0.1,156,0.910248857730448,2.1976813188093587,-1.6573186493651373
0.1,157,2.570620381248375,4.637543430487723,1.1562590367409273
0.1,158,3.128272418420968,5.291104176944696,2.065701662338239
0.1,159,0.9787018575144836,2.6947152805617938,-2.6336128237661964
0.1,160,2.847731204587445,4.971911132869331,1.7045408977615502
0.1,161,1.3232957130335523,3.128645492771697,-0.7142204374482293
0.1,162,2.6299660170421184,4.27471013440142,0.8739512612649796
0.1,163,2.6091976080679475,4.41379121783645,1.2157935349727695
0.1,164,2.131646893969006,3.7768411416084846,0.2122321417956207
0.1,165,0.5743903535703616,1.8047835523693658,-3.9197011791736065
0.1,166,3.2176472367781277,5.780264531879832,2.581692172821121
0.1,167,1.1069677862691538,2.9324768815205866,-1.3709929242376357
0.1,168,0.6661793795193347,2.223845654252818,-3.569737740608099
0.1,169,0.1578367464562298,1.50159380471919,-5.281351684755445
0.1,170,2.3916701920671497,4.116473846334329,0.2003856998899881
0.1,171,2.6824019067808105,4.265520978458849,1.7444944891714427
0.1,172,0.10700317130086254,1.211582706688199,-6.156630834740789
0.1,173,1.9038569085055674,3.548866254281341,0.23095363135052804
0.1,174,1.0726946773533819,2.294138557517277,-1.7950091486777098
0.1,175,2.5712051606459605,4.307489074014592,0.8322858105373029
0.1,176,0.8264799258463362,2.4427545983082313,-2.2869409302210335
0.1,177,2.8033254666077188,4.276815748204433,1.775187890120146
0.1,178,1.5996827040084827,3.7793502014541325,-0.934480803018914
0.1,179,3.8127110134704387,7.608379463227149,4.924353977463527
0.1,180,0.6017807081128723,2.0147423834544305,-3.6064633893886024
0.1,181,1.438480635885799,2.9367829594603436,-1.4760180663377218
0.1,182,0.6073713991755626,1.8864830413612608,-3.807358686108076
0.1,183,3.721466783159972,7.232755635069668,4.153418007529799
0.1,184,3.591226115583961,6.47818963996243,3.1683988955715585
0.1,185,1.0214047254100929,2.683221694131088,-1.5821879352451598
0.1,186,2.8062265965375897,4.5314604199418635,1.1596024456199212
0.1,187,3.1907857452705213,5.634264488071983,2.820240676242102
0.1,188,2.4287579351449575,3.9121669720618986,0.24533185943758154
0.1,189,2.113965272701103,3.776368773464254,-0.32300638160358563
0.1,190,0.8021974855302729,2.7240794258533403,-2.020052837236345
0.1,191,0.3872032949102216,1.8181318485671656,-4.539339711636132
0.1,192,3.5102219602582743,6.048596550351682,3.7769455949963504
0.1,193,3.6987413845135544,6.818679607797241,3.441317466440063
0.1,194,2.4570473030671036,4.396487867220318,1.6164196021816628
0.1,195,1.3045983391399019,2.93492495907882,-0.9719285485519057
0.1,196,1.1786529285194107,2.906412726530588,-1.1306398508996993
0.1,197,2.851594880446033,5.161383457148633,2.18099213961804
0.1,198,3.308555563467829,6.824529058067012,3.541873991350405
0.1,199,3.365452352758531,6.330026906533082,3.796578134581302
0.1,200,3.2073073047146248,5.424483483256546,2.3752620163504226
0.1,201,2.6588629712424128,4.214167656606406,1.1708898625863478
0.1,202,0.38568746754525757,1.3620936686164715,-3.751549371769456
0.1,203,0.5348580690713356,1.9760928670500881,-2.743610597356246
0.1,204,3.5887075212459223,6.83022340817211,3.906686117171642
0.1,205,2.4253002532556187,4.400535229946259,0.31360541495596944
0.1,206,-0.09696822655849574,0.9056608122421232,-7.360777390972851
0.1,207,0.5794836543090265,1.8992724188273928,-3.8564464624051498
0.1,208,2.7553161473603613,4.637798427649967,1.294129079689172
0.1,209,-0.005268409663489199,0.5462830328425072,-8.053841607430881
0.1,210,0.6463367149461708,2.183477583486375,-2.2499238831751707
0.1,211,2.2189971315189463,4.069989983076181,0.8223069356581238
0.1,212,2.5318215555910513,4.860907921900651,1.6843240407350002
0.1,213,2.579303452343231,4.7039355686566715,1.1934737328571032
0.1,214,0.8183284800093165,2.5559513389882498,-2.337223548372459
0.1,215,2.7330597689224345,4.912880973473579,1.3937114690802141
0.1,216,0.9165376840338025,2.6897620848163344,-2.1222941482949618
0.1,217,1.5091777526760979,2.872434561161614,-1.2806300382800706
0.1,218,3.059963780164248,4.90706069642957,1.6179399163856336
0.1,219,2.5325775274875473,4.419923258782764,1.253241603651924
0.1,220,3.463009806566576,5.855813614171561,3.052747445383448
0.1,221,2.7920352168023523,4.36442413162407,0.6455286511155772
0.1,222,2.380001914488183,3.9802112002832355,0.2580933678454194
0.1,223,0.3815845933374278,1.5447564886118588,-4.079463194926831
0.1,224,1.3961613876863377,3.005142335318765,-0.44742133557515196
0.1,225,1.1414333543407575,2.2268085788171863,-1.7151989619408434
0.1,226,1.0213943521554205,2.549978236872652,-2.4812235625539136
0.1,227,3.99541022832173,8.657830736157692,5.926828687068548
0.1,228,1.6457342208035906,3.0169074062630417,-1.2779541089720827
0.1,229,3.6893781292521175,6.689351509061864,4.037263852981122
0.1,230,2.4627508652941996,4.533962485047515,0.8632742164604728
0.1,231,3.331364777851152,5.1479085035668035,2.441598187824387
0.1,232,2.0333652094129526,3.5320994078362404,0.417569775102087
0.1,233,2.5472460231952154,3.899632031201074,0.1957882911308202
0.1,234,1.890490220816211,3.4485317484030937,-0.4754048353652664
0.1,235,0.9814237850043586,2.4391751641247037,-2.7512889313529305
0.1,236,2.912661229867559,4.8735715093313665,2.0819382387877376
0.1,237,1.0478701778150692,2.6237724706515815,-2.197449613523954
0.1,238,0.04138954241615353,0.6795854857743224,-6.765060063578673
0.1,239,2.5448986627046386,4.555438413496512,0.9840273610480167
0.1,240,0.7574211822954395,1.93410183794566,-2.613774694035511
0.1,241,3.8222061793634943,7.501835732468576,5.035983054866751
0.1,242,3.749469137668744,7.931444577772874,4.913654344101154
0.1,243,3.6566453348022177,7.208643986902016,3.9905705697668
0.1,244,1.7280028746660807,2.8158836602510244,-0.6481289434431245
0.1,245,0.2613059689743388,0.33478020376201223,-7.035485928886968
0.1,246,3.763656567978923,7.241851983984873,4.273589837630626
0.1,247,1.7171248569393678,3.698750739661658,-0.48587007878312155
0.1,248,3.8804792999330733,8.599703108640764,5.636030785966115
0.1,249,3.9253228616987275,8.266683913928185,5.230056767977684
0.1,250,3.293935909300951,5.949456718646272,3.1586168762747397
0.1,251,1.1480762856454503,2.9000859870836515,-2.3678001248570237
0.1,252,1.3477194215639514,2.9497558913277353,-1.0738322411685666
0.1,253,3.4506450015280037,6.121674402846658,3.260015203664585
0.1,254,1.3424197706262728,2.9408620932935094,-1.723658354626782
0.1,255,0.6221774199289046,2.3547013258338905,-2.850819844167431
0.1,256,2.4089533861306824,4.502438950478902,0.5626541894350323
0.1,257,3.6030798695435635,7.461798247145738,4.46705385015653
0.1,258,2.6150277404431588,4.634751122893025,1.5901859387502437
0.1,259,2.3061621439306,4.013001466197982,0.24076993381418738
0.1,260,0.5096144724592997,1.3725736838479388,-3.955410284941697
0.1,261,2.654472127988492,4.117742228414943,1.060246256756926
0.1,262,3.9072280098782,9.970625353610021,7.032211242969329
0.1,263,0.6848913948563458,1.8796460759612896,-3.4157852348169038
0.1,264,2.0688720344084843,3.790626672470424,0.20515032740553274
0.1,265,3.48955900409376,6.185114730663792,3.7002471115177777
0.1,266,3.065110731572821,5.265831448029006,1.3221680813277878
0.1,267,2.86338672187118,4.742941205745218,1.8952321036368378
0.1,268,2.6279102487117827,4.776564732581226,1.4937990007336115
0.1,269,1.6084607985557386,2.964430521296213,-0.951810786897532
0.1,270,1.3337266000226347,2.7658269613348994,-1.269591135752834
0.1,271,3.165210863091751,5.764867809713453,2.215131497563135
0.1,272,3.2861570340319814,5.433382983598132,2.4221104164028646
0.1,273,3.525334966528043,6.084590539733633,3.2514092333598166
0.1,274,3.6830622239997064,6.845975929463845,3.8478245285762434
0.1,275,1.9818258297019329,3.4572224856363993,0.6057859999774879
0.1,276,1.928512792294183,3.515441023944331,-0.2456292392880243
0.1,277,3.1902299859139402,5.404706212424363,2.3399777846406713
0.1,278,2.7352708061022364,4.629346666775946,1.216985976069483
0.1,279,2.870637048148137,4.827556946800991,1.2295528218288774
0.1,280,3.140375820865315,5.51669575627348,2.361355889329927
0.1,281,3.649129458935487,6.697333555031036,3.774905565615882
0.1,282,1.023059257642364,2.9065711470244415,-1.353680879985045
0.1,283,1.6349798478289046,3.1799836936454615,-0.9793232520431999
0.1,284,0.17504291566538863,1.6846429194097536,-4.108678882194682
0.1,285,2.271269488967808,4.1136807692020785,0.1381457314723019
0.1,286,0.014480752173783529,1.1080482890534553,-5.303067836559324
0.1,287,1.7128951328253832,3.0225817715353704,0.2674595232939786
0.1,288,2.30461927046541,3.8526618292686416,0.3268163922218894
0.1,289,1.0921595256175913,2.9874222795980825,-1.6229734531618196
0.1,290,2.4033438641545386,4.3116798941441985,0.8968836886150173
0.1,291,0.11658307798691171,1.3542693032519195,-6.001274639125309
0.1,292,0.20447668499919985,1.4872831197214926,-4.836218221489556
0.1,293,3.299272870535292,5.743535290909853,2.8366620986997453
0.1,294,1.2926153844443582,3.0725952629223463,-0.5842907213888452
0.1,295,0.6232810338860388,1.7867485586948038,-3.641100299724795
0.1,296,2.031958940978751,3.715950406950042,0.7127720881878885
0.1,297,2.9002356167530623,5.386334217854256,2.449023501794366
0.1,298,0.8138496293018068,2.6145859803263996,-2.1932425313723
0.1,299,2.664854717098338,4.272357715914455,1.0094506341792302
0.1,300,0.4395650103110915,1.5564311414458376,-4.1844814305867315
0.1,301,0.16646800394364777,1.3817936677700884,-4.526126072279174
0.1,302,2.085089720351633,3.9439556218928478,0.27813444724258324
0.1,303,2.125401269760191,3.5807634498587895,-0.28401917175043223
0.1,304,2.789521807462399,3.922901565691329,0.7196363349042327
0.1,305,2.948467442122436,4.8273961152762785,1.7473483117576496
0.1,306,3.9530652500038412,8.57263861120516,6.017267785166393
0.1,307,2.1841682791101613,3.648699645146438,0.10563432106139489
0.1,308,1.3193988888136883,2.837246944619097,-1.0126508400672165
0.1,309,3.1508331685506064,5.38203585993928,1.88831683956808
0.1,310,1.060656477403386,2.92182992182099,-1.7878172523148372
0.1,311,1.7476178815431391,3.453137548123495,-1.0061264100213454
0.1,312,0.3095274717153044,1.6575009744145632,-4.018680367917563
0.1,313,0.185422396239657,1.2191209071105764,-5.890330774245111
0.1,314,3.8565918529425276,7.958359057627873,5.472730572195951
0.1,315,3.428518471208728,6.069087295503442,2.67504477966377
0.1,316,2.774576476524041,4.721033063990252,1.922409477779071
0.1,317,1.644891787316434,3.3857216614558885,-0.37820025455309003
0.1,318,0.46244493966148176,1.9479716217430967,-2.648617140861715
0.1,319,0.7315565766154205,1.7630691690501665,-3.066484213242268
0.1,320,1.0409806356245432,2.7000266595379214,-1.8472195524307402
0.1,321,2.3121469399407695,3.9876592332537166,0.15905549703342023
0.1,322,2.5239529263518437,4.678421358620012,1.9572517650335737
0.1,323,2.8819342464657165,4.340882099220854,1.7338498664331654
0.1,324,1.1036171659054774,2.897948093029539,-1.4279305004606426
0.1,325,3.947423052163721,7.668666932308352,4.863053653085224
0.1,326,2.8315096733915115,5.3494437301396776,2.0190506631285525
0.1,327,2.2881732458536534,3.7580260608136054,0.022066582497369813
0.1,328,2.325245033144039,4.366367393732597,1.0231372410253288
0.1,329,1.6063736142371885,3.2339968298173805,-0.4735691385096598
0.1,330,1.2119372614831043,2.645404390623548,-2.6058868936711743
0.1,331,1.401872607522958,2.9054807967694467,-1.456269185460752
0.1,332,3.0564914274296737,5.136025948200992,2.013231003114657
0.1,333,0.15804072222429527,0.9267049269023866,-6.649432329438526
0.1,334,0.521526976318346,1.6447245748111685,-3.947395844556174
0.1,335,0.20137944716218154,1.476762903504489,-4.938046531684877
0.1,336,0.20505727587939873,1.173261723743201,-5.1514297650639715
0.1,337,3.6993648630664007,6.0304007013028595,3.122152982408274
0.1,338,2.8079781919245503,4.587241749629699,1.3781132054818546
0.1,339,1.9199162341002336,3.037798242622219,0.1202664578662429
0.1,340,0.5126557622760576,1.6924867376622375,-3.3853526748082428
0.1,341,2.0941186394652105,4.1147660165112,-0.20812074035761918
0.1,342,2.0309535364125684,3.7039087107748307,-0.38328654741512447
0.1,343,0.7665616927656805,2.1580141016371166,-2.6774009741547653
0.1,344,1.6034237581418902,3.311855393848946,-0.6071382648604022
0.1,345,1.782631364564866,3.2090957556196007,-0.8134771266124161
0.1,346,2.3310318279601403,4.370739412159119,1.1056946036633717
0.1,347,2.5753199369349917,4.132675498989126,0.4633172599613651
0.1,348,0.09411976607779605,1.5446847461563915,-4.681106579611149
0.1,349,1.4910444001717165,3.240628899120744,-0.9371792302195501
0.1,350,2.5414018760745742,4.46044216069584,0.8392758295265622
0.1,351,2.0496521692895997,3.7747247184506336,-0.003185700034193776
0.1,352,3.4746785769601756,6.092065092542189,3.1827717623818637
0.1,353,2.8211098535928487,4.640443331560974,0.7073408854382046
0.1,354,0.7041073385388837,2.2266928732907996,-2.4989254935398235
0.1,355,0.2540822097798215,1.4677035464014372,-4.402307169245973
0.1,356,2.6810003100519717,4.296009344416089,1.2276995449328627
0.1,357,0.24339346356123864,1.1306998665428418,-5.518745004274634
0.1,358,2.201350384588127,4.409578803359907,0.3437255132714234
0.1,359,3.8299027839281736,7.2362019140735265,4.812169501003221
0.1,360,2.382861165807841,3.752544081146004,0.49069347058857005
0.1,361,1.5183200310729077,3.1911806875163307,-0.5982448659557704
0.1,362,2.7320058135677057,4.425913498501031,0.463617906780023
0.1,363,1.8156846352527392,3.5110063155298774,-0.3442369047412848
0.1,364,2.1969674771068743,3.9431155529485835,0.16293774980854284
0.1,365,3.7458746222382144,7.471126608588353,4.831247662105357
0.1,366,1.5462094646660727,3.4469387973445063,-0.7274612751050016
0.1,367,3.718175311990692,7.80970188616507,5.081728850127444
0.1,368,3.45511981488174,6.602988633780107,3.724317391543593
0.1,369,0.9672821246526175,2.2553467720192253,-2.603453921639309
0.1,370,0.17964653101170283,1.2005669149742397,-4.710686836256241
0.1,371,0.28863587754347975,1.7146206991525608,-3.5787978854111278
0.1,372,-0.17576476974567778,1.3196355118753558,-6.386589940049954
0.1,373,0.30399089561763204,1.7125305609925097,-4.813742425573911
0.1,374,2.5792498439882543,4.700078825894305,1.3159236418024205
0.1,375,0.4743581727845518,1.2912250991296579,-4.712549454086666
0.1,376,1.392506154847896,2.7257004642765272,-1.901078357747869
0.1,377,3.3000404864715596,5.881497319018116,2.672868712235068
0.1,378,0.3531766266528811,1.0019861780549881,-5.938459729339094
0.1,379,3.3712384439948795,5.903887641494049,3.082043978432956
0.1,380,1.0899108017516115,2.7931351098283903,-1.638065758882593
0.1,381,0.18405279802735575,1.63546810330256,-3.734583209972615
0.1,382,3.05148392365325,4.790403391497607,1.6818886799935473
0.1,383,2.355317379570645,4.433729213664672,0.8494371535953079
0.1,384,3.319893772212245,6.578956038788016,3.2789458771269575
0.1,385,3.0583604380527665,5.3167989530697115,1.5383599836130384
0.1,386,3.495642063250598,5.343175649706553,2.0368133299457356
0.1,387,1.287980347165012,2.5202426113642944,-1.8474011988428298
0.1,388,0.7748727915710343,1.932121026321398,-2.7280847140804547
0.1,389,3.0711353224158637,5.067206423571445,2.000289564287501
0.1,390,3.325882897587541,5.669904667622739,2.4740833542642036
0.1,391,4.049654093124512,10.313209811599247,6.75347455361413
0.1,392,1.6829398965102125,3.25296782667116,-0.4799754950225492
0.1,393,1.500104450254427,3.0219866182009696,-1.3746789076196264
0.1,394,3.0984242111195455,5.3451137707031435,2.513212445314121
0.1,395,1.276153829343747,2.7795595835050824,-1.53147844279758
0.1,396,3.6906197361774886,7.676483821739231,4.218634643463709
0.1,397,3.238165192891624,5.789266357466401,2.779610551386254
0.1,398,1.7046208274996821,3.3792770382016624,-0.6872282630762152
0.1,399,2.889331602799579,5.5206450167657435,2.3242940082747254
0.1,400,2.890739978464865,5.144861374449727,2.2212547057722394
0.1,401,0.43326786266255046,1.7268187177453804,-3.4983253399998566
0.1,402,3.7709462056649925,6.650701968753267,4.045350795623916
0.1,403,2.1270475577267764,3.6610746765555033,-0.29160257157540453
0.1,404,3.1244840751781044,6.038525118891382,2.721538225758102
0.1,405,1.1659259899131447,2.411412270162092,-1.6367400462855202
0.1,406,3.69072381371097,6.91705972514899,4.168516843162025
0.1,407,1.443358842709701,2.878061411453016,-1.2032376135315077
0.1,408,0.017412203997254294,0.7899055832074766,-6.619921042080577
0.1,409,3.685042451165083,6.683366782477966,4.206413469712426
0.1,410,0.253331920807774,1.8049279825512567,-3.4497341353135464
0.1,411,1.289422265729532,2.5308624415358754,-1.5317628621216894
0.1,412,3.64620787248385,7.847950621159816,5.15006091196785
0.1,413,3.7329886335267917,8.176830310461296,5.636803230153767
0.1,414,2.330676789644979,3.762882977541589,0.37010839011891694
0.1,415,2.343405776504818,4.388333098308998,0.549657513543039
0.1,416,1.8446437296198124,3.298778355195603,-0.9527721434592207
0.1,417,1.170575509092936,2.8182438912616363,-1.4182732757100285
0.1,418,1.3784542262611248,2.89617388452388,-1.8957563261423838
0.1,419,2.7159292014236724,4.460836490526719,1.228938539511717
0.1,420,3.16701548664229,5.224752057273275,2.1771370698402444
0.1,421,3.1807758549659755,5.802336678528963,2.4912897887303442
0.1,422,3.1088890902261794,5.386497356538804,2.5429244200109298
0.1,423,0.3789461114541431,1.8306248244496206,-3.933406637210162
0.1,424,2.040415871473196,3.3868757165609686,0.3416997099580963
0.1,425,0.23587691501761102,1.2420702915848865,-5.01250136827361
0.1,426,2.202802654063627,4.008373363217944,0.17031493244082055
0.1,427,1.685062987508686,3.696308882222677,-0.6730677580350068
0.1,428,3.4742715263943813,6.564649701396368,3.8922841179316783
0.1,429,1.2417011439602466,2.9291171442657444,-0.8784343114125612
0.1,430,0.670291786439801,1.85102003471116,-3.4339635489096842
0.1,431,0.42833777345369595,1.7505564475471609,-2.8458753129105383
0.1,432,2.9660327263758175,5.317626613363361,1.7800985143959793
0.1,433,2.3899177276322123,4.450825921277916,1.4025795665455105
